Tue Aug 25 22:18:33 PDT 2015 --  @evalencia0212 we all can't be as fabulous as I am 🏾🏾🏾🏾 pic.twitter.com/jNZFhkTjoH
Tue Aug 25 22:13:53 PDT 2015 --  I would like to take this moment to thank god for giving us steph's car to cure @peculiarpplmag's insomia
Tue Aug 25 03:07:04 PDT 2015 --  I cannot sleep with this damn heat! 🏽️
Mon Aug 24 13:44:45 PDT 2015 --  @evalencia0212 yes yes we do!!! 🏾🏽 #FearTheWalkingDead #FearTWDPremiere #FearTWD pic.twitter.com/k48ozD0XNH
Mon Aug 17 13:53:31 PDT 2015 --  what if feels like when you have the 6 or plus and you hold the 5 pic.twitter.com/hGxpAvAzKl
Thu Aug 20 21:05:02 PDT 2015 --  Ugh i wish i could go!!! https://twitter.com/gurusamsara/status/634564745492832256 …
Thu Aug 20 16:51:54 PDT 2015 --  just had to chase this ladies fucking dogs excuse me bitch i am a delivery man not a dog catcher 🏻️
Mon Aug 17 19:04:55 PDT 2015 --  I want a tattoo but I'm also scared to get a tattoo
Sun Aug 16 00:00:09 PDT 2015 --  fml pic.twitter.com/2J7vHtYQL8
Thu Aug 13 01:30:35 PDT 2015 --  How it feels when ur mom has los chiles en el comal pic.twitter.com/M73veksKoE
Fri Aug 14 10:36:52 PDT 2015 --  CANT. STOP.LAUGHING https://vine.co/v/h5OUaewQ7xt 
Thu Aug 13 10:48:42 PDT 2015 --  @evalencia0212 I the song and I'm always OBSESSED w/ @LanaDelRey video/era so I'M SO READY! #mybodyisready #HighByTheBeach
Wed Aug 12 23:51:38 PDT 2015 --  Me rn #ivebeenupfor20hours #whyaminotasleep #whydidwendyssoundlikeagoodidea pic.twitter.com/Uxc9txJ4Yq
Wed Aug 12 23:33:38 PDT 2015 --  R.I.P to all the "we have to hangout this summer"s that never happened lol
Wed Aug 12 17:17:47 PDT 2015 --  Real shit pic.twitter.com/5s968PcPVC
Tue Aug 11 12:01:24 PDT 2015 --  When family members assume you can translate important documents at a very young age just because you speak English
Tue Aug 11 01:07:21 PDT 2015 --  when people talk shit about me https://vine.co/v/OljlWnd5QAD 
Mon Aug 10 22:58:48 PDT 2015 --  @evalencia0212 LOL how on earth did she pass?! #miracleshappen #perolikeshegottatestimony #letthechurchsayamen
Mon Aug 10 22:39:06 PDT 2015 --  I passed english!!!!
Sun Aug 09 19:46:56 PDT 2015 --  How I was in Spanish class pic.twitter.com/xZgv8MRkL5
Sun Aug 09 10:04:37 PDT 2015 --  this video hit me so hard https://amp.twimg.com/v/358e44e8-4aff-4b7a-9c04-c5cf85fd39c5 …
Sun Aug 09 11:40:09 PDT 2015 --  The counselors office on the first day of school pic.twitter.com/acILRO8dhL
Sat Aug 08 15:28:09 PDT 2015 --  lol sitting in the hospital lobby looking like i damn pissed myself because of those flowers
Sat Aug 01 11:52:04 PDT 2015 --  WHAT ASS!? #nowimmad pic.twitter.com/cZJ5M30Jjb
Fri Aug 07 01:24:23 PDT 2015 --  when you forget to turn on the wifi and realize you've been using your data all this time pic.twitter.com/E5AdJ3DI00
Fri Aug 07 18:25:40 PDT 2015 --  everytime i watch it gets funnier pic.twitter.com/FMOqhqlMyt
Fri Aug 07 15:07:21 PDT 2015 --  my fav scene pic.twitter.com/TRBpRNwrwq
Thu Aug 06 04:01:00 PDT 2015 --  Pass it on pic.twitter.com/h4pje8tX05
Thu Aug 06 17:06:53 PDT 2015 --  this is priceless pic.twitter.com/0OMuXujAJ0
Wed Aug 05 22:30:01 PDT 2015 --  When you're broke as hell but you want your car to sound good https://vine.co/v/emZWTgZeEnn 
Wed Aug 05 20:41:48 PDT 2015 --  I loved this scene! pic.twitter.com/Ugg3NMUFmk
Wed Aug 05 11:02:43 PDT 2015 --  even when its not me blood makes me queasy
Sun Aug 02 16:30:23 PDT 2015 --  Guilty pic.twitter.com/Yoi9tXNPB8
Tue Aug 04 16:36:41 PDT 2015 --  My pass is expiring i need to go to disneyland!! Any takers?
Mon Aug 03 14:40:15 PDT 2015 --  me: i should get in the shower *2 hours later someone else starts the shower* me: o hmy god fuck you i was JUST about to get in there
Mon Aug 03 18:05:17 PDT 2015 --  LMAO YALL CHILDISH pic.twitter.com/iO8BRqrLcx
Sun Aug 02 22:59:06 PDT 2015 --  I finally finished
Sun Aug 02 21:34:41 PDT 2015 --  only my sister and i leave an 8-10 page paper to the last day
Sat Aug 01 23:19:04 PDT 2015 --  this english paper is going to be the death of me
Thu Jul 30 23:34:50 PDT 2015 --  I love this movie so much Emily Browning is fucking bae!!!!! pic.twitter.com/1MIwq9qlib
Tue Jul 28 22:54:48 PDT 2015 --  Mad Men just makes smoking look so cool I love it!
Wed Jul 22 17:02:31 PDT 2015 --  Want to see the Queen of Soul @ArethaFranklin live in Los Angeles Sunday, Aug 2 @MSTheater? RT and follow us to win. Winner at 6pm.
Tue Jul 21 16:31:24 PDT 2015 --  Want to see @awolnation live in Hollywood Saturday, Aug 1 @thepalladium? RT and follow us to win. 2 winners announced at 5:30pm.
Tue Jul 21 14:29:51 PDT 2015 --  So anyone wanna go watch amy with me?
Mon Jul 20 08:59:58 PDT 2015 --  This is why I will always love you! @MileyCyrus https://twitter.com/needy/status/620473326855659520 …
Sun Jul 19 18:06:52 PDT 2015 --  i want to attend 2016's comic-con
Sun Jul 19 16:06:35 PDT 2015 --  Midterm
Sun Jul 19 13:54:30 PDT 2015 --  i should be studying but i can't lol! Hopefully those ap lang skills will come through
Sun Jul 19 11:03:39 PDT 2015 --  https://twitter.com/coliegestudent/status/622826249430376449 …
Sun Jul 19 07:15:07 PDT 2015 --  #GrowingUpWithSiblings When you’re making yourself some food & they’re like ‘I’m hungry too’ pic.twitter.com/ObLHbjua2O
Sat Jul 18 23:52:00 PDT 2015 --  Thanks @adamlambert for an awesome concert! Opened with my fave and closed with my other fave!
Sat Jul 18 20:11:54 PDT 2015 --  we the youngest ones here!!!
Sat Jul 18 18:45:38 PDT 2015 --  Driving to morngo for the @adamlambert concert thanks @1043MYfm 🏻️
Sat Jul 18 14:41:00 PDT 2015 --  My best friend is growing up so fast @viviiiiig love you!!!
Wed Jul 15 19:09:48 PDT 2015 --  Really loving mad men so far!
Mon Jul 13 22:31:10 PDT 2015 --  #BeyonceAlwaysOnBeat still my fave. Mexican drunk in love! http://vine.co/v/MBpv3BEwbZp 
Mon Jul 13 11:53:35 PDT 2015 --  this lowkey broke my heart pic.twitter.com/xu1OzrqZb6
Mon Jul 13 00:31:13 PDT 2015 --  This party was too real! we feared for our lives, there was a fire, and someone got stabbed! Thanks guys! @peculiarpplmag #thebitchcutme
Sat Jul 11 15:26:43 PDT 2015 --  about to watch inside out!!!
Fri Jul 10 12:31:49 PDT 2015 --  the book of life is like one of my favorite movies and I can't stop watching it
Thu Jul 09 22:44:56 PDT 2015 --  People are so fake! I'm glad I stopped talking to many of them. I keep my circle small.
Thu Jul 09 16:30:47 PDT 2015 --  TOMORROW. WORLD PREMIERE. SEASON 6 TRAILER. #TheWalkingDeadSDCC pic.twitter.com/mbVj7R302m
Thu Jul 02 19:05:02 PDT 2015 --  Love, Rosie pic.twitter.com/LYtQiyI9aC
Thu Jul 09 00:53:29 PDT 2015 --  my life https://twitter.com/sweetlovemsg/status/617907080565886976 …
Wed Jul 08 12:20:39 PDT 2015 --  Why is this dude throwing fries on her.. http://vine.co/v/e7qeAbQquYB 
Mon Jul 06 15:37:19 PDT 2015 --  Obsessed with Jhené Aiko lately
Mon Jul 06 10:42:08 PDT 2015 --  Me at family events pic.twitter.com/SRS4lLfm1I
Sat Jul 04 00:01:21 PDT 2015 --  Tht moment when you have an epiphany about yourself and your life!
Fri Jul 03 09:42:12 PDT 2015 --  pic.twitter.com/o1eA8jK7bD
Fri Jul 03 23:45:45 PDT 2015 --  https://twitter.com/SOMEXlCAN/status/617205318959910912 …
Fri Jul 03 20:40:49 PDT 2015 --  I wish this was longer pic.twitter.com/z31UIos8yY
Thu Jul 02 23:37:06 PDT 2015 --  I need to stop being so reserved lol
Thu Jul 02 23:15:44 PDT 2015 --  this is true talent guys my friend is amazing you guys should check her out!! she does regular everyday stuff too! pic.twitter.com/M3ACD5eVwv
Thu Jul 02 08:00:22 PDT 2015 --  When someone asks for your food pic.twitter.com/Z6JOBSHo6M
Thu Jul 02 22:24:13 PDT 2015 --  I keep forgetting that I updated snapchat and I'm here fucking pressing and holding when I'm just supposed to tap it once.
Thu Jul 02 14:32:56 PDT 2015 --  BRUH WHO DID THIS pic.twitter.com/vpMcmsZBKW
Wed Jul 01 16:48:28 PDT 2015 --  I do this pic.twitter.com/sYUoHhdfyX
Tue Jun 30 15:14:12 PDT 2015 --  I DONT THINK I EVER LAUGHED THIS HARD IN MY LIFE pic.twitter.com/jyALZK17oa
Tue Jun 30 02:34:13 PDT 2015 --  finally finished season 3 of oitnb!!!
Sun Jun 28 08:52:14 PDT 2015 --  when u legit only talk to one person and they busy so you just like pic.twitter.com/E31Tyl0izJ
Fri Jun 26 14:40:32 PDT 2015 --  Even mother nature is celebrating saw the oddest rainbow! building a beautiful future step by step! pic.twitter.com/djP2Kd4smy
Thu Jun 25 21:49:51 PDT 2015 --  buying makeup fro my sis literally there are like a million shades of red like wtf!!
Thu Jun 25 12:45:08 PDT 2015 --  me when I listen to tame impala pic.twitter.com/FaIeG0wAcz
Thu Jun 25 11:43:55 PDT 2015 --  No one will understand how happy this makes me only if Jim Carey could play Olaf pic.twitter.com/bpGCiJoQ0i
Thu Jun 25 08:56:49 PDT 2015 --  Yoooooo pic.twitter.com/f2Ly28k4xZ
Wed Jun 24 17:20:15 PDT 2015 --  child: *brings up valid point on how parent is wrong* parent: .... parent: i don't like your tone right now
Sun Jun 21 14:26:16 PDT 2015 --  If u went to grad night you know this place right here was the TU spot pic.twitter.com/jbHp9PlG4q
Sat Jun 20 07:15:44 PDT 2015 --  This #FathersDay, join us in thanking all the dads out there who help us #DreamBig. https://amp.twimg.com/v/c4ea1496-2fde-4384-84b2-5856d4d8f55f …
Fri Jun 19 23:10:21 PDT 2015 --  Finally finished the 27 flower arrangements
Fri Jun 19 21:27:06 PDT 2015 --  The new muse album is
Wed Jun 17 23:34:19 PDT 2015 --  When you have a friend ur inseparable with and shit changes
Wed Jun 17 21:20:02 PDT 2015 --  if ur secretly in love with me u should tell me not because those feelings might be reciprocated but because its really good for my ego
Wed Jun 17 14:40:07 PDT 2015 --  I'm addicted to my phone even though no one ever texts me
Tue Jun 16 19:00:03 PDT 2015 --  that awkward stage in a friendship when you’ve talked a few times but you don’t know if you can be an asshole to them yet???
Tue Jun 16 15:40:15 PDT 2015 --  its weird how i became friends with people i thought i would hate & how i drifted away from people who i thought i'd always be friends with
Mon Jun 15 00:23:37 PDT 2015 --  Jesus so many game of thrones spoilers I didn't have time to watch it ughhhh.....
Sun Jun 14 10:29:27 PDT 2015 --  the struggle at this barber shop is real!
Sun Jun 14 05:43:36 PDT 2015 --  i'm happy with the few friends i have
Fri Jun 12 22:12:27 PDT 2015 --  "You curse too much" Bitch you breathe too much, shut the fuck up
Thu Jun 04 17:50:05 PDT 2015 --  FAFSA be like "I see your younger brother has a lemonade stand...$0 for you"
Thu Jun 11 21:26:32 PDT 2015 --  i just want poussey to be HAPPY
Thu Jun 11 15:59:41 PDT 2015 --  Want to see @Miguel live in downtown Los Angeles Friday, June 26 @clubnokia? RT and follow us to win. 2 winners announced at 5pm. Go!
Thu Jun 11 15:20:03 PDT 2015 --  In high school ya gotta learn that if you're late you might as well be hella late and go have some breakfast or something
Thu Jun 11 14:30:00 PDT 2015 --  Bitch, don’t text me while I’m texting you, now I have to change my text.
Tue Jun 09 15:11:27 PDT 2015 --  ahhhhhhhhh!!!!!!!!!!! https://twitter.com/1027kiisfm/status/608393354653659138 …
Sun May 24 08:41:40 PDT 2015 --  Girls before working out vs after https://vine.co/v/eq6XatTXvqX 
Mon Jun 08 00:20:03 PDT 2015 --  when people label me as innocent i laugh a little in my head because they clearly don't know the real me and that's okay
Sun Jun 07 23:51:41 PDT 2015 --  My Feet are killling me!!!
Sat Jun 06 18:34:10 PDT 2015 --  Disneyland tomorrow!!!
Sat Jun 06 13:43:54 PDT 2015 --  PLANKTON SINGLEHANDEDLY ROASTED AN ENTIRE FAMILY ON SPONGEBOB. REALEST ON THERE pic.twitter.com/F3Gj6j93Qa
Thu Jun 04 20:39:16 PDT 2015 --  jesus this hoes is taking her gracious time
Thu Jun 04 15:40:03 PDT 2015 --  yes yes yes pic.twitter.com/QykOLWcGlL
Thu Jun 04 11:13:56 PDT 2015 --  First Year of College Only like 5 more
Thu Jun 04 11:07:31 PDT 2015 --  I hate it when such amazing classes are over but thank god done with finals!!
Wed Jun 03 19:42:32 PDT 2015 --  laying in bed listening to the smiths eases my soul 🏻
Tue Jun 02 07:52:34 PDT 2015 --  Poli Sci Final done!! Hopefully getting an A in that class
Sun May 31 16:23:46 PDT 2015 --  I literally know someone fore everything. Perks of that Mexican life
Sat May 30 20:25:40 PDT 2015 --  selling graduation leis $18 dm me or call the flower boutique Sylmar for more info! tell all your friends!!
Thu May 28 18:36:42 PDT 2015 --  Vaas seniorsCongratsgraduation is almost here! If your parents are planning to buy leis or anything txt me 8189350416 pic.twitter.com/7sFMUH9l88
Tue May 26 20:01:16 PDT 2015 --  idc if we haven’t talked in a while if you text me bc you need advice or just a friend to talk to, I’ll be there. I’m just that kinda person
Fri May 22 15:40:00 PDT 2015 --  when someone starts giving you an attitude and they don't know that you're crazy af pic.twitter.com/sS0tPEKKfc
Fri May 22 01:09:35 PDT 2015 --  Orange is the new black is literally the shit! Its so good Can not wait for next season
Tue May 19 23:14:25 PDT 2015 --  6 page poli sci paper to finish by tomorrow.
Tue May 19 23:08:35 PDT 2015 --  This could be us but you playing https://twitter.com/fiirting/status/592890907936071680 …
Tue May 19 08:40:22 PDT 2015 --  Happy birthday @melikaaemm_ hope you have something fun planned for today!!!
Fri May 15 16:52:14 PDT 2015 --  "When you in the FriendZone" Lmao @QParkNYC #ThatsAmbition pic.twitter.com/wjOunkj6IY
Fri May 15 16:11:55 PDT 2015 --  if i ever offended you, sorry.... . . . . . . . that you're a sensitive little cunt.
Fri May 15 13:54:50 PDT 2015 --  damn he wasn't feelin it https://vine.co/v/eKFOPZmdmUj 
Thu May 14 19:10:29 PDT 2015 --  God i hate the voice india is so much better than joshua
Sun May 10 21:49:44 PDT 2015 --  Thank god the craziness is over! If you didnt order from the flower boutique f% #k you jk
Sat May 09 07:10:27 PDT 2015 --  When I'm forced to go somewhere pic.twitter.com/MnerDuBRBK
Tue May 05 23:24:31 PDT 2015 --  Flower shop is a stressful business around this time
Wed Apr 22 14:27:03 PDT 2015 --  WHEN YOUR EX IS HAVING A HEART ATTACK BUT YOU GOT BETTER SHIT TO BE DOING pic.twitter.com/ZwEvFfvwUi
Tue May 05 08:53:56 PDT 2015 --  If you need flowers for mothers day Dm Me or check out THE FLOWER BOUTIQUE sylmar! pic.twitter.com/v0GimFWT1j
Sun May 03 00:44:22 PDT 2015 --  Omg i'm so tired!!! I am not gona make it as a photographer
Sat May 02 17:38:41 PDT 2015 --  Photogra
Thu Apr 30 09:20:09 PDT 2015 --  When the teacher tells u to highlight the important sentences pic.twitter.com/wpta8TbudZ
Thu Apr 30 08:53:10 PDT 2015 --  I look like shit today lol i used to try so much harder in high school. #collegelife
Thu Apr 23 10:01:08 PDT 2015 --  It's easy to make friends, just get drunk
Thu Apr 23 09:29:53 PDT 2015 --  Just took my math placement test and placed in 245!!!!!!! Woooo
Tue Apr 21 14:11:59 PDT 2015 --  Want to win some @livenationwest tickets to see @OneRepublic on April 29 at Rexall Place?! Simply RT to enter! pic.twitter.com/sQb1WNNT7y
Tue Apr 21 21:25:14 PDT 2015 --  If your friends dont make fun of you, they're not really your friends.
Tue Apr 21 19:26:06 PDT 2015 --  Rainbow Road was so stressful! pic.twitter.com/4zcOuviiJy
Tue Apr 21 15:01:28 PDT 2015 --  Real shit pic.twitter.com/guKLjPdxZc
Tue Apr 21 14:17:41 PDT 2015 --  I am happiest when I watch the great gatsby! Something about the 20's just fascinates me
