Thu Aug 13 16:45:16 PDT 2015 --  All I want to do is cuddle. That's it. Okay and make out a bit.
Mon Jul 13 13:36:47 PDT 2015 --  Sometimes you can't help how you feel..
Wed Jun 17 14:32:05 PDT 2015 --  Yep pic.twitter.com/bXqVtnZs4h
Sat Jun 13 19:30:21 PDT 2015 --  Why should we spend Saturday night alone, when I could call you on the phone, pick you up, make it up as we go along. -Florida Georgia Line
Sat Jun 13 17:30:36 PDT 2015 --  We’re gonna do what lovers do, we’re gonna have a fight or two, but I ain’t ever changing my mind. -Eli Young Band
Fri Jun 12 22:00:51 PDT 2015 --  We were teenage dreamin’, front seat leanin’, “baby, come give me a kiss”. -Kenny Chesney
Sat Jun 13 19:42:46 PDT 2015 --  Holy fucking Jebebous, stupid bitches!
Sat Jun 13 11:10:56 PDT 2015 --  #spamcan #promo pic.twitter.com/uCyfglyLQg
Sun May 24 19:42:49 PDT 2015 --  Butterflies.
Mon Apr 27 17:09:38 PDT 2015 --  Mandatory Ed tomorrow for work. At least I'm not in the office?
Sat Apr 25 09:30:25 PDT 2015 --  When you’re drunk, and it’s late, and you’re missing me like hell, keep it to yourself. -Kacey Musgraves
Sun Apr 05 17:45:19 PDT 2015 --  Picture of me and bae pic.twitter.com/ojfc3dbVXS
Fri Mar 13 11:30:32 PDT 2015 --  Your favorite hello and hardest goodbye pic.twitter.com/0K89d8BO1L
Thu Apr 23 20:12:08 PDT 2015 --  Mixed feelings suck.
Thu Apr 23 17:44:11 PDT 2015 --  Dear Shonda Rhimes... #GreysAnatomy pic.twitter.com/Nq2Ckbra9L
Thu Apr 23 18:34:20 PDT 2015 --  Screw this. Screw Shonda Rhimes. Screw true love. It's a lie. Long live McDreamy. #GreysAnatomy
Wed Apr 22 21:00:33 PDT 2015 --  Never let your prayin knees get lazy, and love like crazy. -Lee Brice
Wed Apr 22 20:30:28 PDT 2015 --  When your phone rings after midnight and you’re thinking maybe it’s me, I’m gonna make you miss me. -Sam Hunt
Wed Apr 22 21:26:35 PDT 2015 --  A big "fuck you" seems really appropriate.
Thu Apr 16 19:25:03 PDT 2015 --  I hate it when I'm singing a song and the artist gets the words wrong.
Mon Apr 13 20:30:20 PDT 2015 --  If you can’t stop dreaming about her when you’re sleeping all alone, well that’s all you need to know. -Chris Young
Wed Apr 08 15:20:58 PDT 2015 --  "I wish feelings could be cured but they can't" once upon a time is my life
Sun Apr 05 20:00:33 PDT 2015 --  I don’t wanna blow your phone up, I just wanna blow your mind, I don’t have to take your heart, I just wanna take your time. -Sam Hunt
Sun Apr 05 20:02:24 PDT 2015 --  People are getting engaged and I'm like baseball's back!
Sun Apr 05 07:30:24 PDT 2015 --  Can you tell me the one thing you’d rather die than lose, ‘cause mine would be you. -Blake Shelton
Sun Apr 05 07:31:00 PDT 2015 --  Blew everyone away at the 830 service. On to the next. #trumpettime #EasterSunday
Sat Apr 04 11:31:42 PDT 2015 --  That moment when you're wearing jeans from high school AND THEY FIT!
Fri Apr 03 23:16:38 PDT 2015 --  "I'll walk you out" means let's go make out for a bit
Wed Apr 01 11:38:21 PDT 2015 --  I hate when people are shorter than me. It's like "NO bitch. I'm the little one." #rantoftheday
Mon Mar 30 19:25:02 PDT 2015 --  YOU WEREN'T INVITED SO STFU. End of rant.
Sun Mar 29 19:50:01 PDT 2015 --  Ever just want to be like "hey ovaries! Stop hurting! Kthanksloveyoubye"?
Sun Mar 29 08:16:55 PDT 2015 --  Why am I always attracted to socially awkward guys?
Thu Feb 26 07:27:05 PST 2015 --  Always follow your heart! Unless your heart is bad with directions.
Mon Mar 16 05:22:04 PDT 2015 --  Never doubt that even a very small creature can change the world. And let’s all hope that small creature is not Plankton.
Fri Mar 13 10:30:04 PDT 2015 --  All the world's a stage, and we are merely janitors mopping it.
Wed Mar 25 16:17:07 PDT 2015 --  Well I'm officially a dick.
Wed Mar 25 09:22:41 PDT 2015 --  It's quiet in the break room. Something must be wrong...
Tue Mar 24 14:00:20 PDT 2015 --  I want time to play games, snack, and nap. Basically, I want to be in Kindergarten.
Tue Mar 24 16:57:35 PDT 2015 --  A resident complimented my eyebrows. Never in my 24 years if life has ANYONE complimented my eyebrows. #favoriteresident #nursinghomequotes
Tue Mar 24 13:20:27 PDT 2015 --  How can I be expected to make life choices when I still use my fingers to count?
Tue Mar 24 14:04:57 PDT 2015 --  I still hate this.
Wed Mar 18 16:54:27 PDT 2015 --  Well, I didn't cry today so that's a good sign, right?
Fri Mar 13 13:00:23 PDT 2015 --  The worst things—BESIDES drinking—that you can do to your body on St. Paddy's day: http://whm.ag/18HKEZc  pic.twitter.com/XY4MNIpjbt
Sat Mar 14 11:36:29 PDT 2015 --  #scrantonparadeday #pukeandrally
Fri Mar 13 19:30:50 PDT 2015 --  A little messed up, but we’re all alright. -Kenny Chesney
Mon Mar 09 17:30:32 PDT 2015 --  That Fireball Whiskey whispers temptation in my ears. -Florida Georgia Line
Mon Mar 09 17:25:42 PDT 2015 --  If we don't have a post-engagement tractor ride into the sunset, then this season will have been a giant waste for everyone. #TheBachelor
Mon Mar 09 17:14:19 PDT 2015 --  I'm whitening my teeth, biking, and watching #TheBachelor. America at its finest
Sat Mar 07 05:03:09 PST 2015 --  I can’t close my eyes without you in my dreams. -Luke Bryan
Fri Mar 06 16:06:04 PST 2015 --  Best friends should always stick together! And that is why I superglued myself to SpongeBob.
Fri Mar 06 16:11:57 PST 2015 --  While watching Step Up, @jennaroserocks says about Channing Tatum "Every boy looks like a weeny next to him"
Wed Mar 04 17:51:24 PST 2015 --  I don't have work tomorrow and I'm already crashed out on the couch. #oldlady
Wed Mar 04 17:00:40 PST 2015 --  Two words: shit fucker
Mon Mar 02 18:34:05 PST 2015 --  And another night if only spending $6. Being female has its perks
Sat Feb 28 06:12:01 PST 2015 --  Oh just another day at the ridge this fine weekend...
Fri Feb 27 15:00:22 PST 2015 --  Beer is like pouring smiles on your brain.
Thu Feb 26 18:30:51 PST 2015 --  Gotta keep it together even when you fall apart. -Miranda Lambert
Thu Feb 26 19:01:09 PST 2015 --  All you can do is just keep going, and thank God for what you have. -Luke Bryan
Thu Feb 26 15:36:11 PST 2015 --  Tonight I want to drink beer and play @TheSims 4 and that is what I shall do
Wed Feb 25 19:25:07 PST 2015 --  " @ESUWarriors: MBB: ESU leads Kutztown, 71-60, 3:56 remaining. Live stats: http://www.sidearmstats.com/esu/mbball/ " @jennaroserocks suck it
Tue Feb 24 21:00:16 PST 2015 --  I wanna be there when you wake up, be more than just your friend, baby there’s no mistaken’, you’re the love I wanna be in. -Jason Aldean
Tue Feb 24 23:01:16 PST 2015 --  Hey bartender pour ‘em hot tonight, ‘til the party and the music and the truth collide, bring it ‘til his memory fades away. -Lady A
Mon Feb 23 21:36:36 PST 2015 --  Being able to set my alarm for two hours later doesn't mean I could stay up two hours later #ineedsleep
Mon Feb 23 14:41:37 PST 2015 --  I hate this. I keep saying that, but it's true.
Mon Feb 23 14:30:46 PST 2015 --  You leave me here wondering if I’ll ever know, how much you care, or how much you don’t. -Hunter Hayes
Sun Feb 22 07:15:29 PST 2015 --  A heart don’t forget something like that. -Tim McGraw
Sun Feb 22 06:47:06 PST 2015 --  @coachjfranklin @CoachHand @GoPSUsports @GoPSUsports @psufootball this picture HAS to go viral. Please help #FTK2015 pic.twitter.com/bTyxM7hRhr
Wed Feb 18 16:40:33 PST 2015 --  "You work tomorrow?" No, I got a 4 year degree so I can work part-time and hate my life. "Yup, 7-4:30."
Wed Feb 18 16:26:36 PST 2015 --  If I say I don't want to talk about it, don't ask the same question five other ways or I'll punt you across the room. K? K.
Wed Feb 18 16:21:19 PST 2015 --  Copperhead Road is the new Wagon Wheel of Tap. #nocomplaints
Wed Feb 18 15:30:39 PST 2015 --  I guess she liked the way I made her laugh, she wanted more than what friends had, she kissed me once and we never looked back. -Kip Moore
Tue Feb 17 13:39:42 PST 2015 --  It makes me happy when I see an ex with someone not so good looking. Does that make me a bad person or just normal? #questioningmymind
Mon Feb 16 11:00:33 PST 2015 --  When a guy texts a girl “hey stranger”, what he really means is “I’ve recently thought about trying to get in your pants again.”
Wed Feb 04 04:28:52 PST 2015 --  pic.twitter.com/mDgW9m8L0X
Sat Feb 14 07:15:18 PST 2015 --  You can wake me up in the dead of the night, wreck my plans, baby that’s alright. -Luke Bryan
Thu Feb 12 07:40:51 PST 2015 --  you will remember cheese. remember cheese for centuries
Fri Feb 13 12:01:20 PST 2015 --  I know I should give you up, but I keep hoping that you’ll trip and fall back in love. -Rascal Flatts
Thu Feb 12 19:32:19 PST 2015 --  I was doing good about not biting my nails until today #stressed
Thu Feb 12 15:07:24 PST 2015 --  Some word search terms couldn't be shown. The school calls it a "huge but unintentional error" http://cnn.it/1CkkLZH  pic.twitter.com/RfwI2Orqoa
Thu Feb 12 16:25:17 PST 2015 --  From Tonight's Superlatives... #FallonMono pic.twitter.com/VevHIjf3vE
Thu Feb 12 17:30:55 PST 2015 --  Basically pic.twitter.com/kur0Pk1wqe
Thu Feb 12 17:47:41 PST 2015 --  Samuel Norbert Avery. #GreysAnatomy
Thu Feb 12 18:00:33 PST 2015 --  If you can’t stop dreaming about her when you’re sleeping all alone, well that’s all you need to know. -Chris Young
Thu Feb 12 18:07:23 PST 2015 --  SALLIE MAE WILL FIND YOU! It's true #Scandal #TGIT
Thu Feb 12 18:30:07 PST 2015 --  We all want, what we ain’t got. -Jake Owen
Wed Feb 11 17:30:29 PST 2015 --  Selenski now faces death penalty or life in prison. Hearing Tuesday morning.
Wed Feb 11 17:47:15 PST 2015 --  my anxieties have anxieties.
Mon Feb 09 16:21:08 PST 2015 --  Rule #76: No excuses, play like a champion
Mon Feb 09 17:02:41 PST 2015 --  While watching The Bachelor... "panic attack? She looks too pretty for that." #wtfquotes #shitmymomsays @jennaroserocks
Fri Feb 06 19:37:18 PST 2015 --  When your waiter from 2 months ago from a bar you barely go to remembers your name
Wed Feb 04 16:58:10 PST 2015 --  Frustration kills.
Wed Feb 04 15:02:10 PST 2015 --  (913): Who'd have thought a guy with a lisp would be so good with his tongue?
Mon Feb 02 17:48:55 PST 2015 --  Coming back always makes you look kinda psycho. #TheBachelor
Mon Feb 02 16:30:13 PST 2015 --  It’s hard to find the perfect time to say something you know is gonna change everything. -David Nail
Mon Feb 02 16:40:17 PST 2015 --  Our relationship consists of me deciding between punching you in the face or having your babies.
Mon Feb 02 10:15:10 PST 2015 --  Ma'am I'm doing everything I can pic.twitter.com/vSTE8rE1yA
Sun Feb 01 16:49:55 PST 2015 --  Watch it again: the #empowering story of Braylon O'Neill. https://amp.twimg.com/v/47fa2467-c5f0-4047-8e31-b06956d7deaa …
Sun Feb 01 14:39:35 PST 2015 --  Happy Super Bowl Sunday, but you know you'd rather be watching Quidditch today.
Sat Jan 31 17:29:24 PST 2015 --  It's cool, Origin. Be down when I want to download the Sims 4 expansion
Sat Jan 31 15:00:10 PST 2015 --  Hurry over to @HotTopic to pick up our exclusive new "college seal" t-shirt! link: http://bit.ly/1BElXGV  pic.twitter.com/XUDLTq83mT
Tue Jan 13 19:40:10 PST 2015 --  I've thought about becoming a nun because that seems easier than trying to get laid.
Fri Jan 16 11:05:28 PST 2015 --  Beards are the new six pack and I'm okay with it.
Mon Jan 19 12:30:31 PST 2015 --  Nothing like working in the real world to make you lose all faith in human intelligence.
Tue Jan 20 17:20:20 PST 2015 --  I've never been held hostage, but I HAVE been in a group text, so....samesies.
Mon Jan 19 20:03:53 PST 2015 --  Karma
Fri Jan 09 12:33:34 PST 2015 --  Let's try to appreciate a little more this year pic.twitter.com/MVTPHlgFML
Mon Jan 19 17:14:40 PST 2015 --  I just want to cry my self to sleep due to Greys. Oh wait, I did that last night... #sappygirl
Mon Jan 19 17:00:05 PST 2015 --  Just kiss me, we can straight up blame it on the whiskey. -Cole Swindell
Mon Jan 19 17:01:29 PST 2015 --  I hate talking to you because I look in your eyes and get lost and can't think of what to say next and smile like I'm a 13 year old girl.
Mon Jan 12 15:19:39 PST 2015 --  "do you know what year it is?" "I don't know, but I do know you have a pretty face." #nursinghomequotes
Fri Jan 02 09:01:59 PST 2015 --  @jimrome Just casually looking at all of our views. Wow we are such "dorks". #MarchOnRome pic.twitter.com/YZTdZjb4Xw
Thu Jan 01 19:30:50 PST 2015 --  That moment @jimrome became public enemy #1 of bands across the world. You messed with the wrong dorks. #MarchOnRome pic.twitter.com/Q6BBYD8ios
Wed Dec 31 22:46:28 PST 2014 --  Everything happens for a reason.
Fri Dec 26 10:30:51 PST 2014 --  It's a Friday night, it's a small town girl, everything is right and we rule the world. -Billy Currington
Fri Dec 26 21:00:44 PST 2014 --  She's good when she's bad, she's cute when she's mad and she does all the wrong things right. -Eric Church
Wed Dec 17 08:10:01 PST 2014 --  It’s important to surround yourself with successful people, and then let them do all the work.
Tue Dec 16 15:18:41 PST 2014 --  Leave the nerves behind
Mon Dec 15 09:03:23 PST 2014 --  I love waiting for a reply #saidnooneever
Fri Nov 14 15:47:57 PST 2014 --  Drunk fan VOMITS on-stage at Dierks Bentley concert... and it's HILARIOUS http://tmz.me/bULfd4n  pic.twitter.com/UCh3SYvWqi
Thu Nov 13 20:00:07 PST 2014 --  Andddd here's a girl puking on stage with @dierksbentley #dierksbentley #dierksday #risertour… http://instagram.com/p/vXa5ZRj8m7/ 
Thu Nov 13 20:30:21 PST 2014 --  That flight attendant must have been really drunk on a plane at Hershey Giant Center #risertour #shereallypuked @DierksBentley.
Thu Nov 13 18:28:54 PST 2014 --  It looks like a picnic table and barn took over the Giant Center. #risertour @DierksBentley
Fri Nov 07 14:57:37 PST 2014 --  #PSACwsoc updated bracket @ESUWarriors vs. @KUGoldenBears pic.twitter.com/QoSz4rgVWT
Fri Nov 07 15:00:19 PST 2014 --  I run the way my love life goes. Slowly and then not at all.
Fri Nov 07 15:11:01 PST 2014 --  If I could have one wish, it would be that I could have two wishes instead! But once I got that wish, I’d be back down to one wish again…
Fri Nov 07 15:14:43 PST 2014 --  Not exactly the reaction I was looking for, but I'll take it. #isuckatflirting
Tue Oct 14 22:30:10 PDT 2014 --  But I'm never givin' up, 'cause I know we got a once in a lifetime love. -Keith Urban
Wed Oct 15 17:30:51 PDT 2014 --  Just a shot in the dark that you just might, be the one I've been waiting for my whole life. -Lady Antebellum
Tue Oct 14 18:15:10 PDT 2014 --  15-year-old born blind and with special needs scores touchdown with the help of community: http://abcn.ws/1z8fQwt  pic.twitter.com/w5qEJI6fgh
Sun Oct 12 12:20:42 PDT 2014 --  Gma talking to the dogs: are you Irish? Why do you like potatoes? @kaniawest
Mon Oct 06 17:28:36 PDT 2014 --  I hate taking a two hour nap from 6pm-8pm on a work night. Gawh.
Sun Oct 05 09:24:58 PDT 2014 --  A name is just a name.
Sat Oct 04 09:12:51 PDT 2014 --  And also thankful for gatorade and greasy foods.
Sat Oct 04 09:12:23 PDT 2014 --  It's nights like last night that make me thankful for the people I have met throughout the years
Thu Sep 25 17:02:03 PDT 2014 --  Our team is stacked. #NYGvsWAS pic.twitter.com/2kfxr8lOpl
