Mon Aug 24 06:11:59 PDT 2015 --  If I had a nickel for every time you pissed me off, I'd put them in a bag and beat you with it.
Mon Aug 24 06:13:15 PDT 2015 --  Love is the virtue of the heart Sincerity is the virtue of the mind Decision is the virtue of the will Courage is the virtue of the spirit.
Thu Aug 20 13:24:58 PDT 2015 --  Discussion Rooms :: Topic: Migrant - Help or Hinder? (1/1) http://www.boltsandbars.co.uk/forum/migrant-help-or-hinder/107-migrant-help-or-hinder … via @BowThemes
Wed Aug 19 07:18:43 PDT 2015 --  LIVE http://www.boltsandbars.co.uk 
Thu Aug 13 09:05:26 PDT 2015 --  Access to Justice for the voiceless - Our Website Launch is Tue' 18 Aug' @TheLawSociety London 11am. For invites - admin@boltsandbars.co.uk
Mon Jun 16 13:40:03 PDT 2014 --  I’m giving 10 lucky people a @BooteaUK 14 day teatox from http://Bootea.com ! Simply RT for your chance to win! pic.twitter.com/Y5i3oRHi8w
Fri Jun 06 00:01:37 PDT 2014 --  It's about time. Orange Is The New Black Season 2 is here. Only on Netflix. #OITNB pic.twitter.com/2Hu3cJNDuN
Fri Feb 07 03:57:24 PST 2014 --  I knocked on 72 times the egg (check the app) at http://bit.ly/XQkYAM 
Fri Feb 07 03:56:55 PST 2014 --  I knocked on 67 times the egg (check the app) at http://bit.ly/XQkYAM 
Fri Feb 07 03:56:39 PST 2014 --  I knocked on 58 times the egg (check the app) at http://bit.ly/XQkYAM 
Fri Feb 07 03:56:32 PST 2014 --  I knocked on 51 times the egg (check the app) at http://bit.ly/XQkYAM 
Fri Feb 07 03:55:53 PST 2014 --  I knocked on 40 times the egg (check the app) at http://bit.ly/XQkYAM 
Thu May 16 06:34:45 PDT 2013 --  My highest score on Sonic Dash is 8,658! Can you beat it?kkk https://itunes.apple.com/us/app/sonic-dash/id582654048 …
Tue May 14 07:44:20 PDT 2013 --  My highest score on Sonic Dash is 17,092! Can you beat it? https://itunes.apple.com/us/app/sonic-dash/id582654048 …
Tue May 14 05:49:14 PDT 2013 --  I've harvested 291 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Tue May 14 05:47:52 PDT 2013 --  I've harvested 107 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Tue May 14 05:47:51 PDT 2013 --  I've collected 794 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Mon May 13 09:55:12 PDT 2013 --  has unlocked 5 out of 20 achievements in 10 Pin Shuffle™ for iPhone! http://tinyurl.com/3ud2e25 
Mon May 13 08:20:27 PDT 2013 --  I've harvested 332 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Mon May 13 08:20:27 PDT 2013 --  I've collected 1,546 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Mon May 13 03:11:10 PDT 2013 --  Talking Gugl free by Tayasuiooooooookoloikkkkkiui https://itun.es/gb/T5DeJ.i 
Mon May 13 02:56:41 PDT 2013 --  I've harvested 1,008 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Mon May 13 02:55:35 PDT 2013 --  I made a new achievement: `Gold Miner`. Try to beat me in the #iPad game The Tribez! http://gigam.es/potw_Tribez  #ipadgames, #gameinsight
Mon May 13 02:55:33 PDT 2013 --  I have completed the quest 'Take 5 bamboo pipes fro...' in the #iPad game The Tribez. http://gigam.es/pqtw_Tribez  #ipadgames, #gameinsight
Mon May 13 02:55:20 PDT 2013 --  I made a new achievement: `Woodcutter`. Try to beat me in the #iPad game The Tribez! http://gigam.es/potw_Tribez  #ipadgames, #gameinsight
Mon May 13 02:53:07 PDT 2013 --  I just reached level 19 in The Tribez! Join in and try to overtake me! http://gigam.es/pttw_Tribez  #ipad, #ipadgames, #gameinsight
Mon May 13 02:52:58 PDT 2013 --  I've harvested 912 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Mon May 13 02:52:58 PDT 2013 --  I've collected 1,242 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Mon May 06 07:14:32 PDT 2013 --  I've harvested 427 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Mon May 06 07:14:11 PDT 2013 --  I have completed the quest 'Find 4 Prasilia Nuts in...' in the #iPad game The Tribez. http://gigam.es/pqtw_Tribez  #ipadgames, #gameinsight
Mon May 06 07:13:35 PDT 2013 --  I have completed the quest 'Interrogate three enemies.' in the #iPad game The Tribez. http://gigam.es/pqtw_Tribez  #ipadgames, #gameinsight
Mon May 06 07:12:30 PDT 2013 --  I've harvested 35 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Mon May 06 07:12:30 PDT 2013 --  I've collected 755 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Mon May 06 03:32:19 PDT 2013 --  I just reached level 18 in The Tribez! Join in and try to overtake me! http://gigam.es/pttw_Tribez  #ipad, #ipadgames, #gameinsight
Mon May 06 03:32:11 PDT 2013 --  I've harvested 221 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Mon May 06 03:32:11 PDT 2013 --  I've collected 735 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Wed May 01 05:11:10 PDT 2013 --  I have completed the quest 'Find 3 Dino`s Eggs in a...' in the #iPad game The Tribez. http://gigam.es/pqtw_Tribez  #ipadgames, #gameinsight
Wed May 01 05:11:08 PDT 2013 --  I have completed the quest 'Destroy the Murlods` hut.' in the #iPad game The Tribez. http://gigam.es/pqtw_Tribez  #ipadgames, #gameinsight
Wed May 01 05:07:56 PDT 2013 --  I've harvested 90 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Wed May 01 05:07:56 PDT 2013 --  I've collected 4,693 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 30 09:22:31 PDT 2013 --  I've harvested 402 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 30 09:22:15 PDT 2013 --  I made a new achievement: `Tribute ...`. Try to beat me in the #iPad game The Tribez! http://gigam.es/potw_Tribez  #ipadgames, #gameinsight
Tue Apr 30 09:20:39 PDT 2013 --  I made a new achievement: `Gold digger`. Try to beat me in the #iPad game The Tribez! http://gigam.es/potw_Tribez  #ipadgames, #gameinsight
Tue Apr 30 09:18:40 PDT 2013 --  I've collected 2,925 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 30 09:17:55 PDT 2013 --  I have discovered a new territory in The Tribez! http://gigam.es/pntw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 30 09:17:24 PDT 2013 --  I've harvested 136 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 30 09:17:24 PDT 2013 --  I've collected 475 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 30 05:35:30 PDT 2013 --  I've harvested 492 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 30 05:33:18 PDT 2013 --  I've collected 1,605 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 30 05:32:51 PDT 2013 --  I just reached level 17 in The Tribez! Join in and try to overtake me! http://gigam.es/pttw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 30 05:32:39 PDT 2013 --  I've harvested 232 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 30 05:32:38 PDT 2013 --  I've collected 325 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Sat Apr 27 23:10:35 PDT 2013 --  #getmethefuckoutmyownhouse!
Fri Apr 26 10:42:58 PDT 2013 --  I've harvested 168 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Fri Apr 26 10:42:41 PDT 2013 --  I've harvested 47 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Fri Apr 26 10:42:40 PDT 2013 --  I've collected 440 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Fri Apr 26 10:42:25 PDT 2013 --  I've collected 30 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Thu Apr 25 22:25:00 PDT 2013 --  I've collected 340 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Thu Apr 25 22:24:37 PDT 2013 --  I've harvested 32 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Thu Apr 25 22:24:37 PDT 2013 --  I've collected 58 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Wed Apr 24 02:00:31 PDT 2013 --  I've collected 1,907 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Wed Apr 24 01:59:40 PDT 2013 --  I've harvested 127 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Wed Apr 24 01:59:26 PDT 2013 --  I made a new achievement: `Bamboo S...`. Try to beat me in the #iPad game The Tribez! http://gigam.es/potw_Tribez  #ipadgames, #gameinsight
Wed Apr 24 01:58:42 PDT 2013 --  I've harvested 60 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Wed Apr 24 01:58:42 PDT 2013 --  I've collected 690 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 23 13:03:34 PDT 2013 --  I've harvested 180 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 23 13:00:47 PDT 2013 --  I've harvested 60 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 23 13:00:10 PDT 2013 --  I've harvested 2 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 23 09:55:54 PDT 2013 --  I've collected 1,175 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 23 09:55:54 PDT 2013 --  I've harvested 107 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 23 09:00:27 PDT 2013 --  I've harvested 114 of food! http://gigam.es/petw_Tribez  #ipad, #ipadgames, #gameinsight
Tue Apr 23 09:00:24 PDT 2013 --  I made a new achievement: `Crowd se...`. Try to beat me in the #iPad game The Tribez! http://gigam.es/potw_Tribez  #ipadgames, #gameinsight
Tue Apr 23 08:59:30 PDT 2013 --  I've collected 120 gold coins! http://gigam.es/pmtw_Tribez  #ipad, #ipadgames, #gameinsight
